Id,OtherPercent,EquityPercent,FixedIncomePercent,MutualFundsPercent,MunicipalsPercent,CommoditiesPercent,ManagedMoneyPercent,InsurancePercent,AnnuityPercent,FinancialPlanningAndConsultingPercent,OtherServicesPercent
251,0.0,63.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,0.0,60.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,63.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
256,0.0,26.55,34.28,30.5,0.0,0.0,0.0,0.0,0.0,2.0,6.67
257,0.0,0.0,0.0,90.0,0.0,0.5,5.0,3.5,1.0,0.0,0.0
258,0.0,0.0,18.0,50.0,28.0,0.0,0.0,0.0,0.0,1.0,3.0
259,0.0,52.0,1.0,32.0,4.0,0.0,7.0,1.0,3.0,0.0,0.0
260,0.0,42.0,1.0,32.0,4.0,0.0,17.0,1.0,3.0,0.0,0.0
261,0.0,42.0,1.0,32.0,4.0,0.0,17.0,1.0,3.0,0.0,0.0
262,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,11.0,0.0
263,0.0,0.0,0.0,18.79,0.0,0.0,21.41,1.78,33.0,25.02,0.0
264,0.0,2.0,1.0,5.0,0.0,0.0,87.0,0.0,1.0,0.0,4.0
265,0.0,0.0,0.0,1.0,0.0,0.0,75.0,4.0,20.0,0.0,0.0
266,0.0,0.0,0.0,1.0,0.0,0.0,75.0,4.0,20.0,0.0,0.0
267,0.0,5.0,2.0,2.0,2.0,3.0,70.0,0.0,16.0,0.0,0.0
268,0.0,5.0,5.0,35.0,2.0,2.0,30.0,3.0,15.0,3.0,0.0
269,0.0,0.0,0.0,7.0,0.0,0.0,67.0,0.0,17.0,9.0,0.0
270,0.0,65.0,13.0,15.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
271,0.0,0.0,0.0,4.0,0.0,0.0,70.0,20.0,6.0,0.0,0.0
272,0.0,0.0,0.0,1.0,0.0,0.0,27.0,1.0,0.0,0.0,71.0
273,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,5.0,0.0,0.0,70.0,5.0,10.0,0.0,10.0
277,0.0,0.0,0.0,5.0,0.0,0.0,70.0,5.0,20.0,0.0,0.0
278,0.0,0.0,0.0,5.0,0.0,5.0,62.0,8.0,15.0,5.0,0.0
279,0.0,10.0,5.0,10.0,1.0,2.0,35.0,6.0,4.0,1.0,26.0
280,0.0,5.0,5.0,6.0,10.0,4.0,59.0,1.0,10.0,0.0,0.0
281,0.0,0.0,0.0,23.0,0.0,0.0,75.0,1.0,1.0,0.0,0.0
282,0.0,0.0,0.0,23.0,0.0,0.0,75.0,1.0,1.0,0.0,0.0
284,0.0,5.0,1.0,76.0,5.0,0.0,10.0,1.0,2.0,0.0,0.0
285,0.0,1.0,5.0,11.0,0.0,0.0,69.0,1.0,8.0,0.0,0.0
286,0.0,1.0,5.0,11.0,0.0,0.0,69.0,1.0,8.0,0.0,0.0
287,0.0,0.0,0.0,73.0,0.0,5.0,0.0,2.0,15.0,0.0,0.0
288,0.0,0.0,0.0,9.0,0.0,0.0,64.0,3.0,23.0,1.0,0.0
289,0.0,0.0,0.0,7.0,0.0,3.0,70.0,0.0,20.0,0.0,0.0
290,0.0,0.0,2.0,2.0,0.0,0.0,68.0,0.0,28.0,0.0,0.0
291,0.0,1.0,0.0,4.0,0.0,0.0,62.0,3.0,27.0,2.0,0.0
292,0.0,0.0,0.0,22.0,0.0,0.0,56.0,1.0,18.0,0.0,3.0
293,0.0,1.0,2.0,12.0,2.0,0.0,75.0,1.0,7.0,0.0,0.0
295,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
296,0.0,3.0,0.0,5.0,0.0,0.0,67.0,0.0,25.0,0.0,0.0
297,0.0,2.0,0.0,30.0,0.0,0.0,47.0,3.0,16.0,0.0,0.0
299,0.0,0.0,0.0,20.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0
300,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,86.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0
303,0.0,2.84,0.0,4.83,0.0,1.51,84.84,0.88,4.0,1.1,0.0
304,0.0,0.0,0.0,0.0,0.0,12.0,60.0,5.0,15.0,0.0,8.0
305,0.0,3.0,0.0,28.0,0.0,2.0,2.0,6.0,59.0,0.0,0.0
306,0.0,5.0,0.0,76.0,0.0,3.0,0.0,1.0,12.0,3.0,0.0
307,0.0,5.0,30.0,46.0,0.0,2.0,0.0,2.0,12.0,3.0,0.0
308,0.0,0.0,32.0,7.0,0.0,1.0,45.0,2.0,10.0,3.0,0.0
309,0.0,0.0,0.0,36.0,0.0,0.0,60.0,0.0,3.0,0.0,1.0
310,0.0,0.0,0.0,25.0,0.0,0.0,50.0,0.0,25.0,0.0,0.0
312,0.0,0.0,0.0,10.0,0.0,10.0,25.0,25.0,10.0,0.0,0.0
313,0.0,1.0,0.0,18.0,0.0,0.0,40.0,5.0,35.0,1.0,0.0
314,0.0,1.0,0.0,1.0,0.0,0.0,89.0,0.0,8.0,0.0,0.0
315,0.0,1.0,0.0,1.0,0.0,0.0,89.0,0.0,8.0,0.0,0.0
316,0.0,5.0,0.0,0.0,5.0,0.0,60.0,15.0,15.0,0.0,0.0
317,0.0,0.0,0.0,1.0,0.0,0.0,91.0,0.0,8.0,0.0,0.0
318,0.0,0.0,0.0,2.0,0.0,0.0,62.0,2.0,34.0,0.0,0.0
319,0.0,0.0,0.0,7.0,0.0,0.0,66.0,1.0,25.0,0.0,1.0
320,0.0,0.0,25.0,45.0,0.0,5.0,10.0,5.0,0.0,10.0,0.0
321,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
322,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,2.0,2.0
323,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
324,0.0,10.0,15.0,20.0,5.0,5.0,25.0,5.0,5.0,10.0,0.0
325,0.0,3.0,0.31,26.15,0.0,0.0,56.17,0.0,14.37,0.0,0.0
326,0.0,7.8,4.7,36.4,0.0,0.2,34.6,0.0,16.3,0.0,0.0
327,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,37.0,2.0,39.0
328,0.0,35.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,50.0,0.0
330,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,40.0
332,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,40.0
333,0.0,0.0,0.0,1.0,0.0,0.0,95.0,0.0,3.0,0.0,1.0
334,0.0,0.0,0.0,0.0,0.0,0.0,95.0,3.0,0.0,0.0,2.0
335,0.0,0.0,0.0,39.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0
336,0.0,0.0,0.0,50.0,0.0,0.0,20.0,10.0,20.0,0.0,0.0
337,0.0,3.0,4.0,0.0,0.0,0.0,77.0,0.0,7.0,0.0,9.0
338,0.0,1.5,0.0,31.0,0.0,0.0,20.0,0.0,46.5,0.0,1.0
339,0.0,10.0,10.0,10.0,5.0,0.0,40.0,10.0,7.5,7.5,0.0
340,0.0,5.0,5.0,10.0,5.0,10.0,20.0,0.0,30.0,5.0,10.0
341,0.0,0.0,5.0,20.0,0.0,15.0,15.0,15.0,10.0,20.0,0.0
342,0.0,0.0,1.0,5.0,0.0,0.0,93.0,1.0,0.0,0.0,0.0
343,0.0,0.0,1.0,5.0,0.0,0.0,93.0,1.0,0.0,0.0,0.0
344,0.0,0.0,1.0,5.0,0.0,0.0,93.0,1.0,0.0,0.0,0.0
345,0.0,17.4,12.8,0.0,0.0,14.5,0.0,0.0,0.0,50.0,5.3
346,0.0,17.4,12.8,0.0,0.0,14.5,0.0,0.0,0.0,50.0,5.3
347,0.0,20.0,20.0,0.0,0.0,0.0,50.0,0.0,10.0,0.0,0.0
349,0.0,20.0,20.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,20.0
351,0.0,0.0,0.0,10.0,0.0,0.0,70.0,2.0,17.0,1.0,0.0
353,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1.0,1.0,0.0,0.0
354,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,29.1,0.0,0.0,26.3,9.8,0.0,0.0,34.8
356,0.0,20.0,0.0,10.0,0.0,0.0,40.0,10.0,10.0,10.0,0.0
357,0.0,0.0,0.0,4.0,0.0,0.0,52.0,0.0,35.0,0.0,9.0
358,0.0,12.0,1.0,34.0,5.0,0.0,33.0,5.0,10.0,0.0,0.0
359,0.0,0.0,0.0,3.0,0.0,0.0,75.0,0.0,18.0,4.0,0.0
360,0.0,0.0,0.0,3.0,0.0,0.0,75.0,0.0,18.0,4.0,0.0
361,0.0,8.0,2.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
362,0.0,8.0,2.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
363,0.0,14.0,0.0,0.0,5.0,0.0,60.0,1.0,0.0,20.0,0.0
364,0.0,1.0,5.0,51.0,8.0,0.0,27.0,0.0,8.0,0.0,0.0
365,0.0,1.0,9.0,45.0,11.0,0.0,28.0,0.0,6.0,0.0,0.0
366,0.0,3.0,3.0,3.0,2.0,0.0,85.0,2.0,2.0,0.0,0.0
367,0.0,0.0,1.0,5.0,1.0,0.0,80.0,6.0,5.0,2.0,0.0
368,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
369,0.0,2.28,4.68,6.5,0.0,9.0,64.0,0.04,13.47,0.0,0.0
374,0.0,2.28,4.68,6.5,0.0,9.0,64.0,0.04,13.47,0.0,0.0
375,0.0,6.87,1.4,6.26,0.0,7.53,65.41,0.03,12.5,0.0,0.0
377,0.0,0.0,0.0,5.0,0.0,0.0,79.0,0.0,12.0,0.0,4.0
379,0.0,1.0,0.0,1.2,0.0,0.0,52.6,0.0,45.2,0.0,0.0
380,0.0,3.41,0.0,2.1,0.0,0.0,49.21,0.0,45.02,0.0,0.0
381,0.0,5.0,10.0,15.0,10.0,15.0,20.0,0.0,15.0,10.0,0.0
382,0.0,5.0,10.0,15.0,10.0,15.0,20.0,0.0,15.0,10.0,0.0
383,0.0,46.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
387,0.0,0.0,0.0,45.0,0.0,5.0,25.0,0.0,25.0,0.0,0.0
388,0.0,0.5,0.0,7.2,0.25,3.15,83.0,0.9,5.0,0.0,0.0
389,0.0,0.5,0.0,7.2,0.25,3.15,83.0,0.9,5.0,0.0,0.0
390,0.0,0.5,0.0,5.66,0.2,2.35,81.46,2.94,6.89,0.0,0.0
391,0.0,20.0,0.0,20.0,0.0,10.0,50.0,0.0,0.0,0.0,0.0
392,0.0,0.0,0.0,2.0,0.0,3.0,7.0,7.0,64.0,10.0,7.0
393,0.0,10.0,0.0,10.0,0.0,0.0,55.0,0.0,15.0,10.0,0.0
394,0.0,10.0,10.0,10.0,0.0,5.0,50.0,5.0,10.0,0.0,0.0
395,0.0,10.0,8.0,24.0,8.0,0.0,40.0,0.0,10.0,0.0,0.0
396,0.0,0.0,0.0,0.0,0.0,0.0,85.0,5.0,5.0,5.0,0.0
397,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,1.0,0.0,0.0
398,0.0,0.0,0.0,0.0,0.0,0.0,85.0,5.0,5.0,5.0,0.0
399,0.0,3.0,0.0,18.0,1.0,0.0,58.0,10.0,10.0,0.0,0.0
400,0.0,3.0,0.0,3.0,0.0,0.0,77.0,5.0,12.0,0.0,0.0
401,0.0,3.0,0.0,3.0,0.0,0.0,77.0,5.0,12.0,0.0,0.0
402,0.0,3.0,0.0,3.0,0.0,0.0,77.0,5.0,12.0,0.0,0.0
403,0.0,14.0,3.6,16.0,0.0,0.0,60.9,0.5,2.0,0.0,3.0
404,0.0,14.0,3.6,16.0,0.0,0.0,60.9,0.5,2.0,0.0,3.0
405,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,30.0,0.0,0.0
406,0.0,10.0,0.0,18.0,0.0,10.0,57.0,5.0,0.0,0.0,0.0
407,0.0,2.0,0.0,15.0,0.0,12.0,51.0,5.0,15.0,0.0,0.0
408,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.0,30.0,0.0,0.0
409,0.0,0.0,0.0,0.0,0.0,2.0,65.0,25.0,8.0,0.0,0.0
410,0.0,0.0,0.0,0.0,0.0,8.0,65.0,22.0,5.0,0.0,0.0
411,0.0,0.0,0.0,0.0,0.0,0.0,70.0,20.0,5.0,5.0,0.0
412,0.0,2.75,1.5,6.7,0.25,0.0,85.49,1.0,2.0,0.01,0.3
413,0.0,13.0,2.0,3.0,1.0,0.0,70.0,2.0,8.0,0.0,1.0
414,0.0,6.0,4.0,3.0,1.0,0.0,70.0,2.0,8.0,0.0,1.0
415,0.0,0.18,0.0,40.0,0.0,0.0,20.0,10.0,29.08,0.74,0.0
416,0.0,21.0,8.0,32.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
417,0.0,21.0,8.0,32.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
418,0.0,22.0,8.0,32.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
420,0.0,1.05,0.06,0.64,0.0,0.0,49.74,0.07,48.44,0.0,0.0
421,0.0,1.05,0.06,0.64,0.0,0.0,46.43,0.07,51.75,0.0,0.0
422,0.0,0.5,0.0,0.58,0.0,0.0,56.7,0.0,42.22,0.0,0.0
423,0.0,0.5,0.0,0.58,0.0,0.0,56.7,0.0,42.22,0.0,0.0
424,0.0,1.1,0.0,96.8,0.3,0.0,1.5,0.0,0.3,0.0,0.0
425,0.0,25.0,0.0,25.0,5.0,0.0,42.0,0.0,0.0,0.0,3.0
426,0.0,2.2,0.29,9.85,0.0,0.0,48.05,0.2,38.76,0.0,0.65
427,0.0,15.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
428,0.0,14.0,0.0,73.0,0.0,0.0,2.0,1.0,10.0,0.0,0.0
430,0.0,0.0,0.0,1.0,0.0,0.0,83.0,1.0,10.0,0.0,0.0
432,0.0,1.0,1.0,1.0,1.0,0.0,84.0,6.0,6.0,0.0,0.0
433,0.0,20.0,20.0,50.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0
434,0.0,3.0,10.0,13.0,4.0,0.0,65.0,0.0,5.0,0.0,0.0
435,0.0,3.0,10.0,13.0,4.0,0.0,65.0,0.0,5.0,0.0,0.0
436,0.0,2.0,0.0,71.0,0.0,4.0,16.0,3.0,4.0,0.0,0.0
437,0.0,29.0,1.0,3.0,1.0,0.0,56.0,0.0,10.0,0.0,0.0
438,0.0,8.0,6.0,26.0,1.0,0.0,48.0,0.0,7.0,0.0,4.0
439,0.0,1.0,3.0,11.0,0.0,0.0,65.0,0.0,20.0,0.0,0.0
440,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
441,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
442,0.0,7.47,0.47,18.42,2.06,0.0,70.0,0.0,0.9,0.0,0.0
443,0.0,0.0,0.0,7.88,0.0,0.0,30.68,0.0,61.43,0.0,0.0
444,0.0,23.0,0.0,4.49,0.0,0.0,57.11,0.0,15.4,0.0,0.0
445,0.0,0.0,0.0,0.0,0.0,0.0,90.0,5.0,5.0,0.0,0.0
448,0.0,30.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,0.0,20.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,0.0,5.0,0.0,60.0,0.0,5.0,25.0,0.0,5.0,0.0,0.0
451,0.0,1.0,0.0,2.0,3.0,10.0,70.0,4.0,6.0,4.0,0.0
452,0.0,20.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,2.0,0.0
454,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,2.0,0.0
455,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
456,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,10.0,0.0
459,0.0,2.0,3.0,5.0,3.0,2.0,80.0,0.0,0.0,5.0,0.0
460,0.0,1.0,0.0,5.0,0.0,9.0,75.0,0.0,10.0,0.0,0.0
461,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,10.0,0.0
462,0.0,35.0,10.0,35.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
463,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
465,0.0,3.0,2.0,83.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0
466,0.0,0.0,0.0,10.0,0.0,0.0,70.0,0.0,20.0,0.0,0.0
467,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,30.0,20.0,0.0
468,0.0,2.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
469,0.0,0.0,0.0,0.0,0.0,0.0,65.0,5.0,0.0,25.0,5.0
470,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,0.0,0.0,0.0,5.0,0.0,20.0,70.0,0.0,5.0,0.0,0.0
475,0.0,1.0,0.0,7.0,1.0,1.0,85.0,1.0,4.0,0.0,0.0
476,0.0,1.0,0.0,7.0,1.0,1.0,85.0,1.0,4.0,0.0,0.0
477,0.0,18.0,4.0,1.0,14.0,0.0,45.0,0.0,18.0,0.0,0.0
478,0.0,0.0,0.0,0.0,0.0,0.0,65.0,5.0,30.0,0.0,0.0
479,0.0,0.0,0.0,3.0,0.0,0.0,92.0,0.0,5.0,0.0,0.0
480,0.0,0.0,0.0,3.0,0.0,0.0,67.0,0.0,5.0,0.0,25.0
481,0.0,0.0,0.0,5.0,0.0,0.0,92.0,0.0,3.0,0.0,0.0
482,0.0,2.0,2.0,2.0,2.0,1.0,85.0,2.0,2.0,2.0,0.0
484,0.0,5.0,0.0,79.0,5.0,0.0,0.0,2.0,3.0,2.0,3.0
485,0.0,0.0,0.0,1.0,1.0,0.0,96.0,0.0,2.0,0.0,0.0
486,0.0,10.0,10.0,25.0,10.0,12.0,10.0,0.0,20.0,3.0,0.0
487,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,10.0,0.0
488,0.0,0.0,0.0,10.0,0.0,10.0,25.0,10.0,45.0,0.0,0.0
489,0.0,5.0,0.0,15.0,0.0,5.0,60.0,5.0,8.0,2.0,0.0
490,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,1.0
491,0.0,0.0,0.0,0.0,0.0,0.0,87.0,5.0,2.0,5.0,0.0
492,0.0,0.0,0.0,0.0,0.0,0.0,85.0,5.0,0.0,10.0,0.0
493,0.0,17.0,0.0,10.0,0.0,0.0,46.0,1.0,24.0,2.0,0.0
495,0.0,1.0,1.0,1.0,0.0,0.0,95.0,1.0,1.0,0.0,0.0
496,0.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0
497,0.0,0.0,0.0,7.0,0.0,0.0,70.0,5.0,6.0,9.0,3.0
498,0.0,0.0,3.0,2.0,0.0,0.0,55.0,0.0,40.0,0.0,0.0
499,0.0,0.0,0.0,92.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
500,0.0,10.0,0.0,30.0,0.0,0.0,40.0,5.0,15.0,0.0,0.0
501,0.0,10.0,15.0,60.0,3.0,4.0,0.0,0.0,0.0,6.0,2.0
502,0.0,60.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
505,0.0,1.0,0.0,5.0,0.0,0.0,70.0,0.0,24.0,0.0,0.0
506,0.0,1.0,0.0,5.0,0.0,0.0,70.0,0.0,24.0,0.0,0.0
507,0.0,2.0,1.0,5.0,0.0,2.0,70.0,3.0,17.0,0.0,0.0
508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
511,0.0,15.0,5.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
512,0.0,0.0,0.0,7.0,0.0,0.0,66.0,2.0,25.0,0.0,0.0
514,0.0,0.0,2.0,5.0,0.0,0.0,70.0,11.0,12.0,0.0,0.0
515,0.0,0.0,0.0,4.0,0.0,0.0,88.0,0.0,8.0,0.0,0.0
516,0.0,0.0,0.0,2.0,0.0,0.0,82.0,1.0,0.0,15.0,0.0
